categorie;ensemble;couleur;code_couleur;fnr_complet;e_no_complet;designation_complet;piece;qte;fnr_piece;e_no_piece;designation_piece
OBTUR;Plaque d obturation 88x88;gris fonce;67;751.FMI.67;378006040;Plaque d'obturation ENC EDIZIOdue gris foncé;kit_frontal;1;920-751.FMI.67;378392040;Kit frontal ENC EDIZIOdue gris foncé 88×88mm
OBTUR;Plaque d obturation 88x88;coffee;57;751.FMI.57;378006890;Plaque d'obturation EDIZIOdue coffee;interieur;1;751.BSM;377981090;Traverse pour 751.1340.1700-5 avec plaque de fixation
OBTUR;Plaque d obturation 88x88;coffee;57;751.FMI.57;378006890;Plaque d'obturation EDIZIOdue coffee;kit_frontal;1;920-751.FMI.57;378392890;Kit frontal ENC EDIZIOdue coffee 88×88mm
OBTUR;Obturateur sans vis centrale;blanc;61;752.FMI.61;378406000;Obturateur ENC EDIZIOdue blanc, sans vis centrale;interieur;1;3910.BSM;323193000;Logement de montage ENC pour poussoir univ. FH, bornes enf.
OBTUR;Obturateur sans vis centrale;blanc;61;752.FMI.61;378406000;Obturateur ENC EDIZIOdue blanc, sans vis centrale;kit_frontal;1;920-752.FMI.61;378892000;Kit frontal ENC EDIZIOdue blanc 88×88mm pour obturateur
OBTUR;Obturateur sans vis centrale;noir;60;752.FMI.60;378406950;Obturateur ENC EDIZIOdue noir sans vis centrale;interieur;1;3910.BSM;323193000;Logement de montage ENC pour poussoir univ. FH, bornes enf.
OBTUR;Obturateur sans vis centrale;noir;60;752.FMI.60;378406950;Obturateur ENC EDIZIOdue noir sans vis centrale;kit_frontal;1;920-752.FMI.60;378892950;Kit frontal ENC EDIZIOdue noir 88×88mm pour obturateur
OBTUR;Obturateur sans vis centrale;crema;35;752.FMI.35;378406010;Obturateur ENC EDIZIOdue crema, sans vis centrale;interieur;1;3910.BSM;323193000;Logement de montage ENC pour poussoir univ. FH, bornes enf.
OBTUR;Obturateur sans vis centrale;crema;35;752.FMI.35;378406010;Obturateur ENC EDIZIOdue crema, sans vis centrale;kit_frontal;1;920-752.FMI.35;378892010;Kit frontal ENC EDIZIOdue crema 88×88mm pour obturateur
OBTUR;Obturateur sans vis centrale;gris clair;65;752.FMI.65;378406030;Obturateur ENC EDIZIOdue gris clair, sans vis centrale;interieur;1;3910.BSM;323193000;Logement de montage ENC pour poussoir univ. FH, bornes enf.
OBTUR;Obturateur sans vis centrale;gris clair;65;752.FMI.65;378406030;Obturateur ENC EDIZIOdue gris clair, sans vis centrale;kit_frontal;1;920-752.FMI.65;378892030;Kit frontal ENC EDIZIOdue gris clair 88×88mm pour obturateur
OBTUR;Obturateur sans vis centrale;gris fonce;67;752.FMI.67;378406040;Obturateur ENC EDIZIOdue gris foncé, sans vis centrale;interieur;1;3910.BSM;323193000;Logement de montage ENC pour poussoir univ. FH, bornes enf.
OBTUR;Obturateur sans vis centrale;gris fonce;67;752.FMI.67;378406040;Obturateur ENC EDIZIOdue gris foncé, sans vis centrale;kit_frontal;1;920-752.FMI.67;378892040;Kit frontal ENC EDIZIOdue gris foncé 88×88mm pour obturateur
OBTUR;Obturateur sans vis centrale;coffee;57;752.FMI.57;378406890;Obturateur ENC EDIZIOdue coffee sans vis centrale;interieur;1;3910.BSM;323193000;Logement de montage ENC pour poussoir univ. FH, bornes enf.
OBTUR;Obturateur sans vis centrale;coffee;57;752.FMI.57;378406890;Obturateur ENC EDIZIOdue coffee sans vis centrale;kit_frontal;1;920-752.FMI.57;378892890;Kit frontal ENC EDIZIOdue coffee 88×88mm pour obturateur
