fnr;e_no;designation;code_couleur;ean;article_suivi_snapfix
87123.FKE.53.FK.L1.60;753607950;Prise INC EDIZIOdue T23 L1 noir 49…69mm pour câble plat Technofil;60;7611386786285;
87123.FKE.53.FK.L1.61;753607000;Prise INC EDIZIOdue T23 L1 blanc 49…69mm pour câble plat Technofil;61;7611386835631;
87123.FKE.53.FK.L1.65;753607030;Prise INC EDIZIOdue T23 L1 gris clair, 49…69mm pour câble Technofil;65;7611386786292;
87123.FKE.53.FK.L1.67;753607040;Prise INC EDIZIOdue T23 L1 gris foncé 49…69mm pour câble Technofil;67;7611386786308;
87123.FKE.53.FK.L2.35;753608010;Prise INC EDIZIOdue T23 L2 crema 49…69mm pour câble plat Technofil;35;7611386654652;
87123.FKE.53.FK.L2.39;753608960;Prise INC EDIZIOdue T23 L2 orange 49…69mm pour câble plat Technofil;39;7611386954110;
87123.FKE.53.FK.L2.57;753608890;Prise INC EDIZIOdue T23 L2 coffee 49…69mm pour câble plat Technofil;57;7611386717838;
87123.FKE.53.FK.L2.60;753608950;Prise INC EDIZIOdue T23 L2 noir 49…69mm pour câble plat Technofil;60;7611386786353;
87123.FKE.53.FK.L2.61;753608000;Prise INC EDIZIOdue T23 L2 blanc 49…69mm pour câble plat Technofil;61;7611386835648;
87123.FKE.53.FK.L2.65;753608030;Prise INC EDIZIOdue T23 L2 gris clair, 49…69mm pour câble Technofil;65;7611386786360;
87123.FKE.53.FK.L2.67;753608040;Prise INC EDIZIOdue T23 L2 gris foncé 49…69mm pour câble Technofil;67;7611386786377;
87123.FKE.53.FK.L3.35;753609010;Prise INC EDIZIOdue T23 L3 crema 49…69mm pour câble plat Technofil;35;7611386654669;
87123.FKE.53.FK.L3.39;753609960;Prise INC EDIZIOdue T23 L3 orange 49…69mm pour câble plat Technofil;39;7611386954127;
87123.FKE.53.FK.L3.57;753609890;Prise INC EDIZIOdue T23 L3 coffee 49…69mm pour câble plat Technofil;57;7611386717852;
87123.FKE.53.FK.L3.60;753609950;Prise INC EDIZIOdue T23 L3 noir 49…69mm pour câble plat Technofil;60;7611386786421;
87123.FKE.53.FK.L3.61;753609000;Prise INC EDIZIOdue T23 L3 blanc 49…69mm pour câble plat Technofil;61;7611386835655;
87123.FKE.53.FK.L3.65;753609030;Prise INC EDIZIOdue T23 L3 gris clair, 49…69mm pour câble Technofil;65;7611386786438;
87123.FKE.53.FK.L3.67;753609040;Prise INC EDIZIOdue T23 L3 gris foncé 49…69mm pour câble Technofil;67;7611386786445;
87123.FKE.53.FP.L1.35;753247010;Prise INC EDIZIOdue T23 L1 crema 46…69mm pour câble plat Powerbus;35;7611386704449;
87123.FKE.53.FP.L1.39;753247960;Prise INC EDIZIOdue T23 L1 orange 46…69mm pour câble plat Powerbus;39;7611386704463;
87123.FKE.53.FP.L1.57;753247890;Prise INC EDIZIOdue T23 L1 coffee 46…69mm pour câble plat Powerbus;57;7611386717876;
87123.FKE.53.FP.L1.60;753247950;Prise INC EDIZIOdue T23 L1 noir 46…69mm pour câble plat Powerbus;60;7611386704500;
87123.FKE.53.FP.L1.61;753247000;Prise INC EDIZIOdue T23 L1 blanc 46…69mm pour câble plat Powerbus;61;7611386704517;
87123.FKE.53.FP.L1.65;753247030;Prise INC EDIZIOdue T23 L1 gris clair 46…69mm pour câble plat Powerbus;65;7611386704524;
87123.FKE.53.FP.L1.67;753247040;Prise INC EDIZIOdue T23 L1 gris foncé 46…69mm pour câble plat Powerbus;67;7611386704531;
87123.FKE.53.FP.L2.35;753248010;Prise INC EDIZIOdue T23 L2 crema 46…69mm pour câble plat Powerbus;35;7611386704555;
87123.FKE.53.FP.L2.39;753248960;Prise INC EDIZIOdue T23 L2 orange 46…69mm pour câble plat Powerbus;39;7611386704579;
87123.FKE.53.FP.L2.57;753248890;Prise INC EDIZIOdue T23 L2 coffee 46…69mm pour câble plat Powerbus;57;7611386723136;
87123.FKE.53.FP.L2.60;753248950;Prise INC EDIZIOdue T23 L2 noir 46…69mm pour câble plat Powerbus;60;7611386705187;
87123.FKE.53.FP.L2.61;753248000;Prise INC EDIZIOdue T23 L2 blanc 46…69mm pour câble plat Powerbus;61;7611386705194;
87123.FKE.53.FP.L2.65;753248030;Prise INC EDIZIOdue T23 L2 gris clair 46…69mm pour câble plat Powerbus;65;7611386705200;
87123.FKE.53.FP.L2.67;753248040;Prise INC EDIZIOdue T23 L2 gris foncé 46…69mm pour câble plat Powerbus;67;7611386705217;
87123.FKE.53.FP.L3.35;753249010;Prise INC EDIZIOdue T23 L3 crema 46…69mm pour câble plat Powerbus;35;7611386705231;
87123.FKE.53.FP.L3.39;753249960;Prise INC EDIZIOdue T23 L3 orange 46…69mm pour câble plat Powerbus;39;7611386705255;
87123.FKE.53.FP.L3.57;753249890;Prise INC EDIZIOdue T23 L3 coffee 46…69mm pour câble plat Powerbus;57;7611386724010;
87123.FKE.53.FP.L3.60;753249950;Prise INC EDIZIOdue T23 L3 noir 46…69mm pour câble plat Powerbus;60;7611386705293;
87123.FKE.53.FP.L3.61;753249000;Prise INC EDIZIOdue T23 L3 blanc 46…69mm pour câble plat Powerbus;61;7611386705309;
87123.FKE.53.FP.L3.65;753249030;Prise INC EDIZIOdue T23 L3 gris clair 46…69mm pour câble plat Powerbus;65;7611386705316;
87123.FKE.53.FP.L3.67;753249040;Prise INC EDIZIOdue T23 L3 gris foncé 46…69mm pour câble plat Powerbus;67;7611386705323;
87123.FKE.53.SN.35;753624010;Prise INC EDIZIOdue T23 16A crema 53mm, Snap, bornes à vis;35;7611386654706;
87123.FKE.53.SN.39;753624960;Prise INC EDIZIOdue T23 16A orange 53mm, Snap, bornes à vis;39;7611386954165;
87123.FKE.53.SN.57;753624890;Prise INC EDIZIOdue T23 16A 53mm Snap coffee, bornes à vis;57;7611386828305;
87123.FKE.53.SN.60;753624950;Prise INC EDIZIOdue T23 16A noir 53mm, Snap, bornes à vis;60;7611386786704;
87123.FKE.53.SN.61;753624000;Prise INC EDIZIOdue T23 16A 53mm Snap blanc, bornes à vis;61;7611386835693;
87123.FKE.53.SN.65;753624030;Prise INC EDIZIOdue T23 16A 53mm, Snap gris clair;65;7611386786711;
87123.FKE.53.SN.67;753624040;Prise INC EDIZIOdue T23 16A 53mm, Snap gris foncé;67;7611386786728;
87123.FKE.53.SN.FK.L1.35;753617010;Prise INC EDIZIOdue T23 L1 crema 49…69mm Snap pour Technofil;35;7611386654744;
87123.FKE.53.SN.FK.L1.39;753617960;Prise INC EDIZIOdue T23 L1 orange 49…69mm Snap pour Technofil;39;7611386954202;
87123.FKE.53.SN.FK.L1.57;753617890;Prise INC EDIZIOdue T23 L1 coffee 49…69mm Snap pour Technofil;57;7611386828329;
87123.FKE.53.SN.FK.L1.60;753617950;Prise INC EDIZIOdue T23 L1 noir 49…69mm Snap pour Technofil;60;7611386786988;
87123.FKE.53.SN.FK.L1.61;753617000;Prise INC EDIZIOdue T23 L1 blanc 49…69mm Snap pour Technofil;61;7611386835730;
87123.FKE.53.SN.FK.L1.65;753617030;Prise INC EDIZIOdue T23 L1 gris clair, 49…69mm Snap pour Technofil;65;7611386786995;
87123.FKE.53.SN.FK.L1.67;753617040;Prise INC EDIZIOdue T23 L1 gris foncé 49…69mm Snap pour Technofil;67;7611386787008;
87123.FKE.53.SN.FK.L2.35;753618010;Prise INC EDIZIOdue T23 L2 crema 49…69mm Snap pour Technofil;35;7611386654751;
87123.FKE.53.SN.FK.L2.39;753618960;Prise INC EDIZIOdue T23 L2 orange 49…69mm Snap pour Technofil;39;7611386954219;
87123.FKE.53.SN.FK.L2.57;753618890;Prise INC EDIZIOdue T23 L2 coffee 49…69mm Snap pour Technofil;57;7611386828343;
87123.FKE.53.SN.FK.L2.60;753618950;Prise INC EDIZIOdue T23 L2 noir 49…69mm Snap pour Technofil;60;7611386787053;
87123.FKE.53.SN.FK.L2.61;753618000;Prise INC EDIZIOdue T23 L2 blanc 49…69mm Snap pour Technofil;61;7611386835747;
87123.FKE.53.SN.FK.L2.65;753618030;Prise INC EDIZIOdue T23 L2 gris clair, 49…69mm Snap pour Technofil;65;7611386787060;
87123.FKE.53.SN.FK.L2.67;753618040;Prise INC EDIZIOdue T23 L2 gris foncé 49…69mm Snap pour Technofil;67;7611386787077;
87123.FKE.53.SN.FK.L3.35;753619010;Prise INC EDIZIOdue T23 L3 crema 49…69mm Snap pour Technofil;35;7611386654768;
87123.FKE.53.SN.FK.L3.39;753619960;Prise INC EDIZIOdue T23 L3 orange 49…69mm Snap pour Technofil;39;7611386954226;
87123.FKE.53.SN.FK.L3.57;753619890;Prise INC EDIZIOdue T23 L3 coffee 49…69mm Snap pour Technofil;57;7611386828466;
87123.FKE.53.SN.FK.L3.60;753619950;Prise INC EDIZIOdue T23 L3 noir 49…69mm Snap pour Technofil;60;7611386787121;
87123.FKE.53.SN.FK.L3.61;753619000;Prise INC EDIZIOdue T23 L3 blanc 49…69mm Snap pour Technofil;61;7611386835754;
87123.FKE.53.SN.FK.L3.65;753619030;Prise INC EDIZIOdue T23 L3 gris clair, 49…69mm Snap pour Technofil;65;7611386787138;
87123.FKE.53.SN.FK.L3.67;753619040;Prise INC EDIZIOdue T23 L3 gris foncé 49…69mm Snap pour Technofil;67;7611386787145;
87123.FKE.53.SN.FP.L1.35;753347010;Prise INC EDIZIOdue T23 L1 crema 53mm Snap pour câble pl.powerbus;35;7611386705347;
87123.FKE.53.SN.FP.L1.39;753347960;Prise INC EDIZIOdue T23 L1 orange 53mm Snap pour câble pl.powerbus;39;7611386705934;
87123.FKE.53.SN.FP.L1.57;753347890;Prise INC EDIZIOdue T23 L1 coffee 53mm Snap pour câble pl.powerbus;57;7611386828480;
87123.FKE.53.SN.FP.L1.60;753347950;Prise INC EDIZIOdue T23 L1 noir 53mm Snap pour câble pl.powerbus;60;7611386705972;
87123.FKE.53.SN.FP.L1.61;753347000;Prise INC EDIZIOdue T23 L1 blanc 53mm Snap pour câble pl.powerbus;61;7611386705989;
87123.FKE.53.SN.FP.L1.65;753347030;Prise INC EDIZIOdue FKE FP L1 T23 gris clair;65;7611386705996;
87123.FKE.53.SN.FP.L1.67;753347040;Prise INC EDIZIOdue T23 L1 gris foncé 53mm Snap pour câble pl.powerbus;67;7611386706009;
87123.FKE.53.SN.FP.L2.35;753348010;Prise INC EDIZIOdue T23 L2 crema 53mm Snap pour câble pl.powerbus;35;7611386706023;
87123.FKE.53.SN.FP.L2.39;753348960;Prise INC EDIZIOdue T23 L2 orange 53mm Snap pour câble pl.powerbus;39;7611386706047;
87123.FKE.53.SN.FP.L2.57;753348890;Prise INC EDIZIOdue T23 L2 coffee 53mm Snap pour câble pl.powerbus;57;7611386828756;
87123.FKE.53.SN.FP.L2.60;753348950;Prise INC EDIZIOdue T23 L2 noir 53mm Snap pour câble pl.powerbus;60;7611386706085;
87123.FKE.53.SN.FP.L2.61;753348000;Prise INC EDIZIOdue T23 L2 blanc 53mm Snap pour câble pl.powerbus;61;7611386706092;
87123.FKE.53.SN.FP.L2.65;753348030;Prise INC EDIZIOdue FKE FP L2 T23 gris clair;65;7611386706108;
87123.FKE.53.SN.FP.L2.67;753348040;Prise INC EDIZIOdue T23 L2 gris foncé 53mm Snap pour câble pl.powerbus;67;7611386706689;
87123.FKE.53.SN.FP.L3.35;753349010;Prise INC EDIZIOdue T23 L3 crema 53mm Snap pour câble pl.powerbus;35;7611386706702;
87123.FKE.53.SN.FP.L3.39;753349960;Prise INC EDIZIOdue T23 L3 orange 53mm Snap pour câble pl.powerbus;39;7611386706726;
87123.FKE.53.SN.FP.L3.57;753349890;Prise INC EDIZIOdue T23 L3 coffee 53mm Snap pour câble pl.powerbus;57;7611386842387;
87123.FKE.53.SN.FP.L3.60;753349950;Prise INC EDIZIOdue T23 L3 noir 53mm Snap pour câble pl.powerbus;60;7611386706764;
87123.FKE.53.SN.FP.L3.61;753349000;Prise INC EDIZIOdue T23 L3 blanc 53mm Snap pour câble pl.powerbus;61;7611386706771;
87123.FKE.53.SN.FP.L3.65;753349030;Prise INC EDIZIOdue FKE FP L3 T23 gris clair;65;7611386706788;
87123.FKE.53.SN.FP.L3.67;753349040;Prise INC EDIZIOdue T23 L3 gris foncé 53mm Snap pour câble pl.powerbus;67;7611386706795;
87123.FKE.57;753611890;Prise INC EDIZIOdue T23 16A coffee, bornes à vis;57;7611386842561;
87123.FKE.60;753611950;Prise INC EDIZIOdue T23 16A noir bornes à vis;60;7611386787381;
87123.FKE.61;753611000;Prise INC EDIZIOdue T23 16A blanc, bornes à vis;61;7611386835792;
87123.FKE.65;753611030;Prise INC EDIZIOdue T23 16A gris clair, bornes à vis;65;7611386787398;
87123.FKE.67;753611040;Prise INC EDIZIOdue T23 16A gris foncé, bornes à vis;67;7611386787404;
